code,label,description,position,bookmark
1,"Classe 1 — Comptes de capitaux (Fonds propres, emprunts et dettes assimilés)",,Passif,
10,Capital et réserves,,Passif,
101,Capital,,Passif,
1011,Capital souscrit - non appelé,,Passif,
1012,"Capital souscrit - appelé, non versé",,Passif,
1013,"Capital souscrit - appelé, versé",,Passif,
10131,Capital non amorti,,Passif,
10132,Capital amorti,,Passif,
1018,Capital souscrit soumis à des réglementations particulières,,Passif,
102,Fonds fiduciaires,,Passif,
104,Primes liées au capital,,Passif,
1041,Primes d'émission,,Passif,
1042,Primes de fusion,,Passif,
1043,Primes d'apport,,Passif,
1044,Primes de conversion d'obligations en actions,,Passif,
1045,Bons de souscription d'actions,,Passif,
105,Écarts de réévaluation,,Passif,
106,Réserves,,Passif,
1061,Réserve légale,,Passif,
1062,Réserves indisponibles,,Passif,
1063,Réserves statutaires ou contractuelles,,Passif,
1064,Réserves réglementées,,Passif,
1068,Autres réserves,,Passif,
107,Écart d'équivalence,,Passif,
108,Compte de l'exploitant,,Passif,
109,Actionnaires : capital souscrit - non appelé,,Passif,
11,Report à nouveau,,Passif,
110,Report à nouveau - solde créditeur,,Passif,
119,Report à nouveau - solde débiteur,,Passif,
12,Résultat de l'exercice,,Passif,
120,Résultat de l'exercice - bénéfice,,Passif,
1209,Acomptes sur dividendes,,Passif,
129,Résultat de l'exercice – perte,,Passif,
13,Subventions d'investissement,,Passif,
131,Subventions d'investissement octroyées,,Passif,
139,Subventions d'investissement inscrites au compte de résultat,,Passif,
14,Provisions réglementées,,Passif,
143,Provisions réglementées pour hausse de prix,,Passif,
145,Amortissements dérogatoires,,Passif,
148,Autres provisions réglementées,,Passif,
15,Provisions,,Passif,
151,Provisions pour risques,,Passif,
1511,Provisions pour litiges,,Passif,
1512,Provisions pour garanties données aux clients,,Passif,
1514,Provisions pour amendes et pénalités,,Passif,
1515,Provisions pour pertes de change,,Passif,
1516,Provisions pour pertes sur contrats,,Passif,
1518,Autres provisions pour risques,,Passif,
152,Provisions pour charges,,Passif,
1521,Provisions pour pensions et obligations similaires,,Passif,
1522,Provisions pour restructurations,,Passif,
1523,Provisions pour impôts,,Passif,
1524,Provisions pour renouvellement des immobilisations - entreprises concessionnaires,,Passif,
1525,Provisions pour gros entretien ou grandes révisions,,Passif,
1526,Provisions pour remise en état,,Passif,
1527,Autres provisions pour charges,,Passif,
16,Emprunts et dettes assimilées,,Passif,
161,Emprunts obligataires convertibles,,Passif,
1618,Intérêts courus sur emprunts obligataires convertibles,,Passif,
162,Obligations représentatives de passifs nets remis en fiducie,,Passif,
163,Autres emprunts obligataires,,Passif,
1638,Intérêts courus sur autres emprunts obligataires,,Passif,
164,Emprunts auprès des établissements de crédit,,Passif,
1648,Intérêts courus sur emprunts auprès des établissements de crédit,,Passif,
165,Dépôts et cautionnements reçus,,Passif,
1651,Dépôts,,Passif,
1655,Cautionnements,,Passif,
1658,Intérêts courus sur dépôts et cautionnements reçus,,Passif,
166,Participation des salariés aux résultats,,Passif,
1661,Comptes bloqués,,Passif,
1662,Fonds de participation,,Passif,
1668,Intérêts courus sur participation des salariés aux résultats,,Passif,
167,Emprunts et dettes assortis de conditions particulières,,Passif,
1671,Émissions de titres participatifs,,Passif,
16718,Intérêts courus sur titres participatifs,,Passif,
1674,Avances conditionnées de l'État,,Passif,
16748,Intérêts courus sur avances conditionnées,,Passif,
1675,Emprunts participatifs,,Passif,
16758,Intérêts courus sur emprunts participatifs,,Passif,
168,Autres emprunts et dettes assimilées,,Passif,
1681,Autres emprunts,,Passif,
1685,Rentes viagères capitalisées,,Passif,
1687,Autres dettes,,Passif,
1688,Intérêts courus sur autres emprunts et dettes assimilées,,Passif,
169,Primes de remboursement des emprunts,,Passif,
17,Dettes rattachées à des participations,,Passif,
171,Dettes rattachées à des participations - groupe,,Passif,
174,Dettes rattachées à des participations - hors groupe,,Passif,
178,Dettes rattachées à des sociétés en participation,,Passif,
18,Comptes de liaison des établissements et sociétés en participation,,Passif,
181,Comptes de liaison des établissements,,Passif,
186,Biens et prestations de services échangés entre établissements - charges,,Passif,
187,Biens et prestations de services échangés entre établissements - produits,,Passif,
188,Comptes de liaison des sociétés en participation,,Passif,
2,Classe 2 — Comptes d'immobilisations,,Actif,
20,Immobilisations incorporelles et frais d’établissement,,Actif,
201,Frais d'établissement,,Actif,
2011,Frais de constitution,,Actif,
2012,Frais de premier établissement,,Actif,
20121,Frais de prospection,,Actif,
20122,Frais de publicité,,Actif,
2013,"Frais d'augmentation de capital et d'opérations diverses - fusions, scissions, transformations",,Actif,
203,Frais de recherche et développement,,Actif,
205,"Concessions et droits similaires, brevets, licences, marques, procédés, solutions informatiques, droits et valeurs similaires",,Actif,
206,Droit au bail,,Actif,
207,Fonds commercial,,Actif,
208,Autres immobilisations incorporelles,,Actif,
2081,Mali de fusion sur actifs incorporels,,Actif,
21,Immobilisations corporelles,,Actif,
211,Terrains,,Actif,
2111,Terrains nus,,Actif,
2112,Terrains aménagés,,Actif,
2113,Sous-sols et sur-sols,,Actif,
2114,Terrains de carrières (Tréfonds),,Actif,
2115,Terrains bâtis,,Actif,
212,Agencements et aménagements de terrains,,Actif,
2121,Terrains nus,,Actif,
2122,Terrains aménagés,,Actif,
2123,Sous-sols et sur-sols,,Actif,
2124,Terrains de carrières (Tréfonds),,Actif,
2125,Terrains bâtis,,Actif,
213,Constructions,,Actif,
2131,Bâtiments,,Actif,
2135,Installations générales - agencements - aménagements des constructions,,Actif,
2138,Ouvrages d'infrastructure,,Actif,
214,Constructions sur sol d'autrui,,Actif,
2141,Bâtiments,,Actif,
2145,Installations générales - agencements - aménagements des constructions,,Actif,
2148,Ouvrages d'infrastructure,,Actif,
215,"Installations techniques, matériels et outillages industriels",,Actif,
2151,Installations complexes spécialisées,,Actif,
21511,Installations complexes spécialisées sur sol propre,,Actif,
21514,Installations complexes spécialisées sur sol d'autrui,,Actif,
2153,Installations à caractère spécifique,,Actif,
21531,Installations à caractère spécifique sur sol propre,,Actif,
21534,Installations à caractère spécifique sur sol d'autrui,,Actif,
2154,Matériels industriels,,Actif,
2155,Outillages industriels,,Actif,
2157,Agencements et aménagements des matériels et outillages industriels,,Actif,
218,Autres immobilisations corporelles,,Actif,
2181,"Installations générales, agencements, aménagements divers",,Actif,
2182,Matériel de transport,,Actif,
2183,Matériel de bureau et matériel informatique,,Actif,
2184,Mobilier,,Actif,
2185,Cheptel,,Actif,
2186,Emballages récupérables,,Actif,
2187,Mali de fusion sur actifs corporels,,Actif,
22,Immobilisations mises en concession,,Actif,
229,Droits du concédant,,Actif,
23,"Immobilisations en cours, avances et acomptes",,Actif,
231,Immobilisations corporelles en cours,,Actif,
232,Immobilisations incorporelles en cours,,Actif,
237,Avances et acomptes versés sur immobilisations incorporelles,,Actif,
238,Avances et acomptes versés sur immobilisations corporelles,,Actif,
26,Participations et créances rattachées à des participations,,Actif,
261,Titres de participation,,Actif,
2611,Actions,,Actif,
2618,Autres titres,,Actif,
262,Titres évalués par équivalence,,Actif,
266,Autres formes de participation,,Actif,
2661,Droits représentatifs d'actifs nets remis en fiducie,,Actif,
267,Créances rattachées à des participations,,Actif,
2671,Créances rattachées à des participations - groupe,,Actif,
2674,Créances rattachées à des participations - hors groupe,,Actif,
2675,Versements représentatifs d'apports non capitalisés - appel de fonds,,Actif,
2676,Avances consolidables,,Actif,
2677,Autres créances rattachées à des participations,,Actif,
2678,Intérêts courus,,Actif,
268,Créances rattachées à des sociétés en participation,,Actif,
2681,Principal,,Actif,
2688,Intérêts courus,,Actif,
269,Versements restant à effectuer sur titres de participation non libérés,,Actif,
27,Autres immobilisations financières,,Actif,
271,Titres immobilisés autres que les titres immobilisés de l'activité de portefeuille (droit de propriété),,Actif,
2711,Actions,,Actif,
2718,Autres titres,,Actif,
272,Titres immobilisés (droit de créance),,Actif,
2721,Obligations,,Actif,
2722,Bons,,Actif,
273,Titres immobilisés de l'activité de portefeuille,,Actif,
274,Prêts,,Actif,
2741,Prêts participatifs,,Actif,
2742,Prêts aux associés,,Actif,
2743,Prêts au personnel,,Actif,
2748,Autres prêts,,Actif,
275,Dépôts et cautionnements versés,,Actif,
2751,Dépôts,,Actif,
2755,Cautionnements,,Actif,
276,Autres créances immobilisées,,Actif,
2761,Créances diverses,,Actif,
2768,Intérêts courus,,Actif,
27682,Intérêts courus sur titres immobilisés (droit de créance),,Actif,
27684,Intérêts courus sur prêts,,Actif,
27685,Intérêts courus sur dépôts et cautionnements,,Actif,
27688,Intérêts courus sur créances diverses,,Actif,
277,Actions propres ou parts propres,,Actif,
2771,Actions propres ou parts propres,,Actif,
2772,Actions propres ou parts propres en voie d’annulation,,Actif,
278,Mali de fusion sur actifs financiers,,Actif,
279,Versements restant à effectuer sur titres immobilisés non libérés,,Actif,
28,Amortissements des immobilisations,,Actif,
280,Amortissements des immobilisations incorporelles et des frais d’établissement,,Actif,
2801,Frais d'établissement,,Actif,
28011,Frais de constitution,,Actif,
28012,Frais de premier établissement,,Actif,
280121,Frais de prospection,,Actif,
280122,Frais de publicité,,Actif,
2803,Frais de développement,,Actif,
2805,"Concessions et droits similaires, brevets, licences, solutions informatiques, droits et valeurs similaires",,Actif,
2806,Droit au bail,,Actif,
2807,Fonds commercial,,Actif,
2808,Autres immobilisations incorporelles,,Actif,
281,Amortissements des immobilisations corporelles,,Actif,
2812,"Agencements, aménagements de terrains",,Actif,
2813,Constructions,,Actif,
2814,Constructions sur sol d'autrui,,Actif,
2815,"Installations, matériel et outillage industriels",,Actif,
2818,Autres immobilisations corporelles,,Actif,
28187,Amortissement du mali de fusion sur actifs corporels,,Actif,
282,Amortissements des immobilisations mises en concession,,Actif,
29,Dépréciations des immobilisations,,Actif,
290,Dépréciations des immobilisations incorporelles,,Actif,
2901,Frais d’établissement,,Actif,
2903,Frais de développement,,Actif,
2905,"Marques, procédés, droits et valeurs similaires",,Actif,
2906,Droit au bail,,Actif,
2907,Fonds commercial,,Actif,
2908,Autres immobilisations incorporelles,,Actif,
29081,Dépréciation du mali de fusion sur actifs incorporels,,Actif,
291,Dépréciations des immobilisations corporelles,,Actif,
2911,Terrains,,Actif,
2912,Agencements et aménagements de terrains,,Actif,
2913,Constructions,,Actif,
2914,Constructions sur sol d'autrui,,Actif,
2915,"Installations techniques, matériels et outillages industriels",,Actif,
2918,Autres immobilisations corporelles,,Actif,
29187,Dépréciation du mali de fusion sur actifs corporels,,Actif,
292,Dépréciations des immobilisations mises en concession,,Actif,
293,Dépréciations des immobilisations en cours,,Actif,
2931,Immobilisations corporelles en cours,,Actif,
2932,Immobilisations incorporelles en cours,,Actif,
296,Dépréciations des participations et créances rattachées à des participations,,Actif,
2961,Titres de participation,,Actif,
2962,Titres évalués par équivalence,,Actif,
2966,Autres formes de participation,,Actif,
2967,Créances rattachées à des participations,,Actif,
2968,Créances rattachées à des sociétés en participation,,Actif,
297,Dépréciations des autres immobilisations financières,,Actif,
2971,Titres immobilisés autres que les titres immobilisés de l'activité de portefeuille (droit de propriété),,Actif,
2972,Titres immobilisés (droit de créance),,Actif,
2973,Titres immobilisés de l'activité de portefeuille,,Actif,
2974,Prêts,,Actif,
2975,Dépôts et cautionnements versés,,Actif,
2976,Autres créances immobilisées,,Actif,
3,Classe 3 — Comptes de stocks et en-cours,,Actif,
31,Matières premières et fournitures,,Actif,
32,Autres approvisionnements,,Actif,
321,Matières consommables,,Actif,
322,Fournitures consommables,,Actif,
3221,Combustibles,,Actif,
3222,Produits d'entretien,,Actif,
3223,Fournitures d'atelier et d'usine,,Actif,
3224,Fournitures de magasin,,Actif,
3225,Fournitures de bureau,,Actif,
326,Emballages,,Actif,
3261,Emballages perdus,,Actif,
3265,Emballages récupérables non identifiables,,Actif,
3267,Emballages à usage mixte,,Actif,
33,En-cours de production de biens,,Actif,
331,Produits en cours,,Actif,
335,Travaux en cours,,Actif,
34,En-cours de production de services,,Actif,
341,Études en cours,,Actif,
345,Prestations de services en cours,,Actif,
35,Stocks de produits,,Actif,
351,Produits intermédiaires,,Actif,
355,Produits finis,,Actif,
358,Produits résiduels ou matières de récupération,,Actif,
3581,Déchets,,Actif,
3585,Rebuts,,Actif,
3586,Matières de récupération,,Actif,
36,Stocks provenant d'immobilisations,,Actif,
37,Stocks de marchandises,,Actif,
38,"Stocks en voie d'acheminement, mis en dépôt ou donnés en consignation",,Actif,
39,Dépréciations des stocks et en-cours,,Actif,
391,Dépréciations des matières premières et fournitures,,Actif,
392,Dépréciations des autres approvisionnements,,Actif,
393,Dépréciations des en-cours de production de biens,,Actif,
394,Dépréciations des en-cours de production de services,,Actif,
395,Dépréciations des stocks de produits,,Actif,
397,Dépréciations des stocks de marchandises,,Actif,
4,Classe 4 — Comptes de tiers,,Actif ou passif,
40,Fournisseurs et comptes rattachés,,Actif ou passif,
401,Fournisseurs,,Actif ou passif,
4011,Fournisseurs - Achats de biens et prestations de services,,Actif ou passif,
4017,Fournisseurs - Retenues de garantie,,Actif ou passif,
403,Fournisseurs - Effets à payer,,Passif,
404,Fournisseurs d'immobilisations,,Actif ou passif,
4041,Fournisseurs - Achats d'immobilisations,,Actif ou passif,
4047,Fournisseurs d'immobilisations - Retenues de garantie,,Actif ou passif,
405,Fournisseurs d'immobilisations - Effets à payer,,Passif,
408,Fournisseurs - Factures non parvenues,,Passif,
4081,Fournisseurs,,Actif ou passif,
4084,Fournisseurs d'immobilisations,,Actif ou passif,
4088,Fournisseurs - Intérêts courus,,Actif ou passif,
409,Fournisseurs débiteurs,,Actif,
4091,Fournisseurs - Avances et acomptes versés sur commandes,,Actif ou passif,
4096,Fournisseurs - Créances pour emballages et matériel à rendre,,Actif ou passif,
4097,Fournisseurs - Autres avoirs,,Actif ou passif,
40971,Fournisseurs d'exploitation,,Actif ou passif,
40974,Fournisseurs d'immobilisations,,Actif ou passif,
4098,RRR à obtenir et autres avoirs non encore reçus,,Actif ou passif,
41,Clients et comptes rattachés,,Actif ou passif,
411,Clients,,Actif ou passif,
4111,Clients - Ventes de biens ou de prestations de services,,Actif ou passif,
4117,Clients - Retenues de garantie,,Actif ou passif,
413,Clients - Effets à recevoir,,Actif,
416,Clients douteux ou litigieux,,Actif,
418,Clients - Produits non encore facturés,,Actif,
4181,Clients - Factures à établir,,Actif ou passif,
4188,Clients - Intérêts courus,,Actif ou passif,
419,Clients créditeurs,,Passif,
4191,Clients - Avances et acomptes reçus sur commandes,,Actif ou passif,
4196,Clients - Dettes sur emballages et matériels consignés,,Actif ou passif,
4197,Clients - Autres avoirs,,Actif ou passif,
4198,RRR à accorder et autres avoirs à établir,,Actif ou passif,
42,Personnel et comptes rattachés,,Actif ou passif,
421,Personnel - Rémunérations dues,,Passif,
422,Comité social et économique,,Actif ou passif,
424,Participation des salariés aux résultats,,Actif,
4246,Réserve spéciale,,Actif ou passif,
4248,Comptes courants,,Actif ou passif,
425,Personnel - Avances et acomptes et autres comptes débiteurs,,Actif,
426,Personnel - Dépôts,,Passif,
427,Personnel - Oppositions,,Passif,
428,Personnel - Charges à payer,,Passif,
4282,Dettes provisionnées pour congés à payer,,Actif ou passif,
4284,Dettes provisionnées pour participation des salariés aux résultats,,Actif ou passif,
4286,Autres charges à payer,,Actif ou passif,
43,Sécurité sociale et autres organismes sociaux,,Passif,
431,Sécurité sociale,,Passif,
437,Autres organismes sociaux,,Passif,
438,Organismes sociaux - Charges à payer,,Passif,
4382,Charges sociales sur congés à payer,,Actif ou passif,
4386,Autres charges à payer,,Actif ou passif,
439,Organismes sociaux - Produits à recevoir,,Actif ou passif,
